n;estrato;grado;prueba;NoHoja;establecimiento;enteTerr;municipio;sexo;sector;zona;zonaStab;nivel;disSenso;copietas;weight;score1;score2;score3;score4;score5
144;1399O1109;5;M;06137068;185001003208;94;85001;2;1;1;1;3;0;0;17;1,50;1,02;1,41;1,33;0,79
144;1399O1109;5;M;06137070;185001003208;94;85001;1;1;1;1;3;0;0;17;1,27;1,17;0,80;0,88;0,80
144;1399O1109;5;M;06137071;185001003208;94;85001;2;1;1;1;3;0;0;17;0,32;-0,06;-0,07;0,13;-0,09
144;1399O1109;5;M;06137074;185001003208;94;85001;1;1;1;1;3;0;0;17;1,07;1,16;0,98;1,21;0,76
144;1399O1109;5;M;06137075;185001003208;94;85001;1;1;1;1;3;0;0;17;0,23;-0,07;-0,20;-0,17;-0,03
144;1399O1109;5;M;06137076;185001003208;94;85001;2;1;1;1;3;0;0;17;0,39;0,33;0,13;0,19;0,05
144;1399O1109;5;M;06137077;185001003208;94;85001;1;1;1;1;3;0;0;17;0,39;-0,19;-0,01;-0,36;-0,07
144;1399O1109;5;M;06137080;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,97;-0,81;-1,02;-1,30;-1,65
144;1399O1109;5;M;06137081;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,73;-0,60;-0,79;-0,39;-0,45
144;1399O1109;5;M;06137084;185001003208;94;85001;1;1;1;1;3;0;0;17;0,19;0,69;0,86;0,63;0,57
144;1399O1109;5;M;06137085;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,42;-0,69;-0,39;-0,26;-0,40
144;1399O1109;5;M;06137086;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,46;-0,88;0,08;-0,74;-0,06
144;1399O1109;5;M;06137136;185001003208;94;85001;1;1;1;1;3;0;0;17;1,59;1,58;1,76;1,42;1,77
144;1399O1109;5;M;06137087;185001003208;94;85001;2;1;1;1;3;0;0;17;0,57;0,31;0,11;-0,02;-0,09
144;1399O1109;5;M;06137090;185001003208;94;85001;2;1;1;1;3;0;0;17;0,57;0,16;0,51;0,36;-0,40
144;1399O1109;5;M;06137091;185001003208;94;85001;1;1;1;1;3;0;0;17;0,42;1,00;0,18;0,05;-0,02
144;1399O1109;5;M;06137094;185001003208;94;85001;1;1;1;1;3;0;0;17;-1,07;-1,31;-1,01;-0,89;-1,43
144;1399O1109;5;M;06137095;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,33;-0,13;-0,24;-0,18;-0,36
144;1399O1109;5;M;06137096;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,29;-0,63;-0,24;-0,65;-0,39
144;1399O1109;5;M;06137097;185001003208;94;85001;1;1;1;1;3;0;0;17;0,79;1,06;0,72;0,49;1,20
144;1399O1109;5;M;06137099;185001003208;94;85001;2;1;1;1;3;0;0;17;1,26;0,99;1,05;1,29;1,26
144;1399O1109;5;M;06137100;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,71;-1,04;-0,90;-1,11;-1,05
144;1399O1109;5;M;06137103;185001003208;94;85001;2;1;1;1;3;0;0;17;1,89;1,27;1,47;0,88;0,97
144;1399O1109;5;M;06137104;185001003208;94;85001;1;1;1;1;3;0;0;17;0,58;0,00;0,42;0,58;0,29
144;1399O1109;5;M;06137105;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,96;-0,93;-0,96;-0,86;-0,97
144;1399O1109;5;M;06137106;185001003208;94;85001;2;1;1;1;3;0;0;17;0,68;0,80;1,02;0,57;1,12
144;1399O1109;5;M;06137109;185001003208;94;85001;1;1;1;1;3;0;0;17;0,85;0,57;0,52;0,79;0,64
144;1399O1109;5;M;06137110;185001003208;94;85001;2;1;1;1;3;0;0;17;0,32;0,38;0,00;-0,29;0,11
144;1399O1109;5;M;06137117;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,29;0,05;-0,42;0,09;-0,35
144;1399O1109;5;M;06137118;185001003208;94;85001;1;1;1;1;3;0;0;17;0,16;0,52;1,12;0,47;0,99
144;1399O1109;5;M;06137119;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,36;0,10;0,42;-0,49;-0,17
144;1399O1109;5;M;06137120;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,54;-0,63;-0,64;-1,10;-0,72
144;1399O1109;5;M;06137122;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,67;-1,08;-0,67;-0,54;-0,93
144;1399O1109;5;M;06137123;185001003208;94;85001;1;1;1;1;3;0;0;17;-0,13;-0,22;-0,16;-0,67;-0,49
144;1399O1109;5;M;06137113;185001003208;94;85001;2;1;1;1;3;0;0;17;-0,81;-0,48;-0,96;-1,11;-1,17
144;1399O1109;5;M;06137114;185001003208;94;85001;2;1;1;1;3;0;0;17;0,48;-0,23;0,36;0,47;-0,03
144;1399O1109;5;M;06137115;185001003208;94;85001;1;1;1;1;3;0;0;17;1,25;1,34;1,20;2,13;0,76
144;1399O1109;5;M;06137116;185001003208;94;85001;1;1;1;1;3;0;0;17;1,38;1,95;1,50;1,19;1,12
3;1299O1109;5;M;06076939;185001003881;94;85001;2;1;2;1;1;0;0;30;-0,55;-0,24;-0,32;-0,61;-0,63
3;1299O1109;5;M;06077241;185001003881;94;85001;1;1;2;1;1;0;0;15;0,16;-0,12;-0,09;0,31;0,08
3;1299O1109;5;M;06077242;185001003881;94;85001;1;1;2;1;1;0;0;15;0,55;0,49;0,47;1,22;0,85
32;1299O1109;5;M;06077359;185001003881;94;85001;3;1;1;1;1;0;0;17;0,91;0,50;0,68;0,95;1,00
32;1299O1109;5;M;06077360;185001003881;94;85001;2;1;1;1;1;0;0;17;-0,06;0,62;-0,20;-0,64;0,08
32;1299O1109;5;M;06077362;185001003881;94;85001;2;1;1;1;1;0;0;17;-1,42;-1,37;-1,11;-1,33;-1,78
32;1299O1109;5;M;06077363;185001003881;94;85001;1;1;1;1;1;0;0;17;-0,01;-0,17;0,09;-0,29;0,01
32;1299O1109;5;M;06077366;185001003881;94;85001;1;1;1;1;1;0;0;17;1,07;1,41;0,67;0,59;0,59
32;1299O1109;5;M;06077367;185001003881;94;85001;1;1;1;1;1;0;0;17;0,90;0,20;0,27;-0,26;0,19
32;1299O1109;5;M;06077368;185001003881;94;85001;2;1;1;1;1;0;0;17;0,69;0,97;0,90;0,82;1,23
32;1299O1109;5;M;06077369;185001003881;94;85001;2;1;1;1;1;0;0;17;-0,58;0,06;-0,74;-0,45;-0,37
32;1299O1109;5;M;06077372;185001003881;94;85001;1;1;1;1;1;0;0;17;0,31;0,06;0,01;-0,31;-0,18
32;1299O1109;5;M;06077373;185001003881;94;85001;3;1;1;1;1;0;0;17;-1,46;-0,46;-0,50;-0,50;-1,17
32;1299O1109;5;M;06077376;185001003881;94;85001;1;1;1;1;1;0;0;17;0,87;0,68;0,65;0,18;0,27
32;1299O1109;5;M;06077377;185001003881;94;85001;2;1;1;1;1;0;0;17;-0,56;-0,62;-0,33;-0,78;-0,45
32;1299O1109;5;M;06077378;185001003881;94;85001;1;1;1;1;1;0;0;17;0,44;0,15;0,38;0,71;-0,22
32;1299O1109;5;M;06077379;185001003881;94;85001;1;1;1;1;1;0;0;17;-1,21;-0,85;-1,34;-1,55;-1,27
32;1299O1109;5;M;06077381;185001003881;94;85001;2;1;1;1;1;0;0;17;-0,31;-0,50;0,43;-0,77;-0,39
32;1299O1109;5;M;06077382;185001003881;94;85001;2;1;1;1;1;0;0;17;0,15;0,48;0,49;1,01;0,97
32;1299O1109;5;M;06077385;185001003881;94;85001;2;1;1;1;1;0;0;17;-1,64;-0,87;-0,83;-0,99;-0,74
32;1299O1109;5;M;06077386;185001003881;94;85001;1;1;1;1;1;0;0;17;-0,21;0,18;-0,17;0,43;0,16
32;1299O1109;5;M;06077387;185001003881;94;85001;1;1;1;1;1;0;0;17;0,24;0,23;0,15;0,09;-0,43
35;1299O1109;5;M;06339175;185010000505;24;85010;1;1;1;1;4;0;0;17;-0,09;-0,38;-1,19;-1,11;0,01
35;1299O1109;5;M;06339178;185010000505;24;85010;2;1;1;1;4;0;0;17;-0,53;-0,16;-0,54;0,05;-0,20
35;1299O1109;5;M;06339179;185010000505;24;85010;1;1;1;1;4;0;0;17;-0,59;-0,38;-0,24;-0,62;-0,16
35;1299O1109;5;M;06339180;185010000505;24;85010;2;1;1;1;4;0;0;17;0,48;0,27;0,19;0,19;0,19
35;1299O1109;5;M;06339181;185010000505;24;85010;1;1;1;1;4;0;0;17;0,11;0,40;0,65;0,08;0,59
35;1299O1109;5;M;06339183;185010000505;24;85010;2;1;1;1;4;0;0;17;-1,03;-0,26;-0,69;-0,70;-0,32
35;1299O1109;5;M;06339184;185010000505;24;85010;1;1;1;1;4;0;0;17;0,21;0,06;-0,40;-0,38;0,01
35;1299O1109;5;M;06339187;185010000505;24;85010;1;1;1;1;4;0;0;17;-1,22;-1,13;-0,78;-0,96;-1,44
35;1299O1109;5;M;06339188;185010000505;24;85010;1;1;1;1;4;0;0;17;-0,13;0,35;0,47;0,44;-0,06
35;1299O1109;5;M;06339189;185010000505;24;85010;1;1;1;1;4;0;0;17;0,27;-0,01;-0,01;-0,19;0,22
35;1299O1109;5;M;06339190;185010000505;24;85010;2;1;1;1;4;0;0;17;-0,29;0,06;0,17;-0,20;0,39
35;1299O1109;5;M;06339193;185010000505;24;85010;2;1;1;1;4;0;0;17;0,77;-0,64;0,52;-0,01;-0,59
35;1299O1109;5;M;06339194;185010000505;24;85010;2;1;1;1;4;0;0;17;-0,13;0,21;-0,20;0,12;0,01
35;1299O1109;5;M;06339197;185010000505;24;85010;1;1;1;1;4;0;0;17;0,08;0,33;0,50;0,29;-0,11
35;1299O1109;5;M;06339198;185010000505;24;85010;2;1;1;1;4;0;0;17;0,40;-0,15;-0,11;-0,32;-0,24
35;1299O1109;5;M;06339199;185010000505;24;85010;1;1;1;1;4;0;0;17;-0,86;-0,68;-0,61;-0,54;-0,56
35;1299O1109;5;M;06339200;185010000505;24;85010;3;1;1;1;4;0;0;17;-1,26;-0,72;-1,10;-1,23;-1,16
35;1299O1109;5;M;06339202;185010000505;24;85010;1;1;1;1;4;0;0;17;0,35;-0,54;0,73;0,47;0,45
35;1299O1109;5;M;06339203;185010000505;24;85010;2;1;1;1;4;0;0;17;-0,28;-0,57;-0,61;-0,58;-0,23
35;1299O1109;5;M;06339206;185010000505;24;85010;2;1;1;1;4;0;0;17;0,84;0,26;0,03;0,39;0,17
35;1299O1109;5;M;06339207;185010000505;24;85010;2;1;1;1;4;0;0;17;0,24;0,40;0,39;0,02;0,22
3;1299O1109;5;M;06076853;185139000099;24;85139;2;1;2;1;2;0;0;10;-0,62;-0,58;-0,48;0,20;-0,30
3;1299O1109;5;M;06076854;185139000099;24;85139;2;1;2;1;2;0;0;10;0,09;-0,11;0,18;0,19;0,23
3;1299O1109;5;M;06076855;185139000099;24;85139;2;1;2;1;2;0;0;10;1,38;0,95;0,93;1,36;1,01
72;1299O1109;5;M;06080162;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,85;-0,93;-0,70;-0,72;-0,94
72;1299O1109;5;M;06080163;185139000099;24;85139;1;1;1;1;2;0;0;17;-1,19;-0,20;-0,32;-0,28;-0,72
72;1299O1109;5;M;06080166;185139000099;24;85139;3;1;1;1;2;0;0;17;-0,57;-0,87;-1,28;-1,37;-0,91
72;1299O1109;5;M;06080167;185139000099;24;85139;1;1;1;1;2;0;0;17;0,06;-0,09;0,02;0,13;0,32
72;1299O1109;5;M;06080168;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,86;-1,41;-1,12;-1,16;-1,22
72;1299O1109;5;M;06080169;185139000099;24;85139;1;1;1;1;2;0;0;17;-1,05;-1,20;-0,97;-0,84;-1,12
72;1299O1109;5;M;06080172;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,95;-1,22;-1,55;-1,05;-1,61
72;1299O1109;5;M;06080173;185139000099;24;85139;1;1;1;1;2;0;0;17;0,19;0,00;0,05;0,37;0,79
72;1299O1109;5;M;06080176;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,16;-0,62;-0,95;-0,55;-0,11
72;1299O1109;5;M;06080177;185139000099;24;85139;1;1;1;1;2;0;0;17;1,94;1,42;1,78;1,19;1,72
72;1299O1109;5;M;06080178;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,42;-1,29;-1,52;-1,48;-1,21
72;1299O1109;5;M;06080179;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,99;-1,61;-1,47;-1,42;-1,23
72;1299O1109;5;M;06080181;185139000099;24;85139;2;1;1;1;2;0;0;17;0,59;1,17;1,10;0,44;1,34
72;1299O1109;5;M;06080182;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,68;-0,84;-0,87;-1,11;-1,61
72;1299O1109;5;M;06080185;185139000099;24;85139;2;1;1;1;2;0;0;17;0,47;1,10;0,64;0,98;0,92
72;1299O1109;5;M;06080186;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,02;-0,05;0,74;0,44;-0,19
72;1299O1109;5;M;06080187;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,02;0,36;-0,19;0,43;0,14
72;1299O1109;5;M;06080188;185139000099;24;85139;2;1;1;1;2;0;0;17;0,02;0,35;0,22;-0,12;-0,03
72;1299O1109;5;M;06080191;185139000099;24;85139;1;1;1;1;2;0;0;17;0,64;-0,32;-0,08;0,33;-0,34
72;1299O1109;5;M;06080192;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,92;-0,51;-0,63;-0,27;-0,40
72;1299O1109;5;M;06080195;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,42;-0,68;-0,61;-0,34;-0,87
72;1299O1109;5;M;06080219;185139000099;24;85139;3;1;1;1;2;0;0;17;-0,43;-0,32;0,02;-0,03;-0,61
72;1299O1109;5;M;06080220;185139000099;24;85139;1;1;1;1;2;0;0;17;0,02;-0,58;-0,23;-0,20;-0,12
72;1299O1109;5;M;06080222;185139000099;24;85139;1;1;1;1;2;0;0;17;0,78;0,81;0,58;1,12;0,57
72;1299O1109;5;M;06080223;185139000099;24;85139;1;1;1;1;2;0;0;17;-0,02;0,06;0,77;0,44;0,38
72;1299O1109;5;M;06080226;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,65;-0,30;-0,78;-0,30;-0,71
72;1299O1109;5;M;06080227;185139000099;24;85139;1;1;1;1;2;0;0;17;0,51;0,36;0,32;0,62;1,43
72;1299O1109;5;M;06080218;185139000099;24;85139;3;1;1;1;2;0;0;17;-0,18;-0,37;-0,89;-0,71;-0,77
72;1299O1109;5;M;06080196;185139000099;24;85139;1;1;1;1;2;0;0;17;-1,08;-1,55;-0,45;-1,37;-0,74
72;1299O1109;5;M;06080199;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,51;-1,09;-1,58;-1,40;-0,69
72;1299O1109;5;M;06080200;185139000099;24;85139;1;1;1;1;2;0;0;17;-1,01;-0,91;-1,22;-0,91;-0,78
72;1299O1109;5;M;06080203;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,20;-1,42;-1,10;-1,55;-1,43
72;1299O1109;5;M;06080204;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,46;-0,25;0,17;-0,14;-0,34
72;1299O1109;5;M;06080205;185139000099;24;85139;1;1;1;1;2;0;0;17;0,70;0,42;-0,01;-0,19;0,22
72;1299O1109;5;M;06080206;185139000099;24;85139;2;1;1;1;2;0;0;17;1,24;1,60;2,07;1,51;1,77
72;1299O1109;5;M;06080208;185139000099;24;85139;3;1;1;1;2;0;0;17;-0,49;-0,22;-0,58;-0,51;-0,59
72;1299O1109;5;M;06080209;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,43;-0,13;-1,28;0,17;-0,49
72;1299O1109;5;M;06080212;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,01;-0,24;-0,81;-0,52;-1,64
72;1299O1109;5;M;06080213;185139000099;24;85139;1;1;1;1;2;0;0;17;0,88;0,88;0,16;-0,43;0,30
72;1299O1109;5;M;06080214;185139000099;24;85139;2;1;1;1;2;0;0;17;-0,50;-0,72;-0,33;-0,77;-0,57
72;1299O1109;5;M;06080215;185139000099;24;85139;2;1;1;1;2;0;0;17;-1,64;-1,94;-2,08;-2,74;-2,34
5;1299O1109;5;M;06077200;185139000391;24;85139;1;1;2;1;3;0;0;17;-0,75;-0,99;-0,80;-0,70;-1,33
5;1299O1109;5;M;06077201;185139000391;24;85139;1;1;2;1;3;0;0;17;0,28;0,29;-0,16;-0,41;-0,29
5;1299O1109;5;M;06077198;185139000391;24;85139;2;1;2;1;3;0;0;17;-1,11;-1,18;-0,95;-1,04;-1,45
12;1299O1109;5;M;06077212;185139000391;24;85139;2;1;2;1;3;0;0;20;-1,13;-1,11;-1,52;-0,74;-0,65
12;1299O1109;5;M;06077211;185139000391;24;85139;1;1;2;1;3;0;0;20;1,48;1,65;1,70;1,08;1,01
12;1299O1109;5;M;06077210;185139000391;24;85139;1;1;2;1;3;0;0;20;-2,18;-1,37;-1,48;-1,53;-1,56
12;1299O1109;5;M;06077209;185139000391;24;85139;1;1;2;1;3;0;0;20;-1,08;-1,22;-1,54;-1,50;-1,47
12;1299O1109;5;M;06077206;185139000391;24;85139;2;1;2;1;3;0;0;20;-0,35;0,35;-0,42;-0,09;-0,49
12;1299O1109;5;M;06077205;185139000391;24;85139;2;1;2;1;3;0;0;20;-1,37;-1,15;-0,61;-0,85;-0,42
2;1299O1109;5;M;06077464;185139000391;24;85139;2;1;2;1;3;0;0;10;-0,91;-0,37;-0,96;-0,60;-0,86
2;1299O1109;5;M;06077465;185139000391;24;85139;1;1;2;1;3;0;0;10;-0,60;-0,03;0,02;-0,15;-0,51
12;1299O1109;5;M;06042541;185139000391;24;85139;1;1;2;1;3;0;0;15;-0,14;-0,09;0,24;0,34;0,06
12;1299O1109;5;M;06042542;185139000391;24;85139;1;1;2;1;3;0;0;15;-0,50;-0,77;-0,41;-0,67;-1,10
12;1299O1109;5;M;06042544;185139000391;24;85139;1;1;2;1;3;0;0;15;0,15;0,34;-0,17;1,02;0,01
12;1299O1109;5;M;06042545;185139000391;24;85139;1;1;2;1;3;0;0;15;-0,07;0,15;-0,06;-0,55;-0,18
12;1299O1109;5;M;06042548;185139000391;24;85139;2;1;2;1;3;0;0;15;-1,70;-1,33;-0,96;-0,93;-1,26
12;1299O1109;5;M;06042549;185139000391;24;85139;2;1;2;1;3;0;0;15;-0,14;-0,50;-1,20;-0,86;-0,46
12;1299O1109;5;M;06042550;185139000391;24;85139;1;1;2;1;3;0;0;15;-0,42;-0,20;-0,46;-0,68;-0,34
12;1299O1109;5;M;06042551;185139000391;24;85139;1;1;2;1;3;0;0;15;1,16;0,88;1,27;0,64;1,28
4;1299O1109;5;M;06077304;185139000391;24;85139;3;1;2;1;3;0;0;40;0,75;0,39;0,92;0,90;0,52
33;1299O1109;5;M;06134421;185139000391;24;85139;2;1;1;1;3;0;0;15;-1,37;-0,38;-0,34;-1,12;-0,60
33;1299O1109;5;M;06134422;185139000391;24;85139;1;1;1;1;3;0;0;15;1,30;0,17;0,50;0,39;0,38
33;1299O1109;5;M;06134423;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,58;0,11;-0,11;-0,46;-0,52
33;1299O1109;5;M;06134424;185139000391;24;85139;1;1;1;1;3;0;0;15;-1,09;-1,00;-0,84;-1,18;-0,97
33;1299O1109;5;M;06134426;185139000391;24;85139;2;1;1;1;3;0;0;15;2,09;1,94;1,56;2,19;1,95
33;1299O1109;5;M;06134427;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,53;-1,19;-1,22;-0,45;-1,05
33;1299O1109;5;M;06134430;185139000391;24;85139;2;1;1;1;3;0;0;15;0,69;0,49;0,04;0,66;0,14
33;1299O1109;5;M;06134431;185139000391;24;85139;2;1;1;1;3;0;0;15;0,05;-0,30;-0,28;-0,06;-0,42
33;1299O1109;5;M;06134432;185139000391;24;85139;3;1;1;1;3;0;0;15;-1,24;-1,10;-0,90;-0,53;-0,51
33;1299O1109;5;M;06134433;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,64;-0,42;-0,91;-0,38;-0,66
33;1299O1109;5;M;06134436;185139000391;24;85139;1;1;1;1;3;0;0;15;-1,22;-1,19;-2,04;-1,33;-1,03
33;1299O1109;5;M;06134437;185139000391;24;85139;2;1;1;1;3;0;0;15;-1,00;-0,04;-0,38;-0,29;-0,12
33;1299O1109;5;M;06134440;185139000391;24;85139;1;1;1;1;3;0;0;15;1,06;0,78;1,24;0,94;0,87
33;1299O1109;5;M;06134441;185139000391;24;85139;2;1;1;1;3;0;0;15;1,18;2,06;2,01;1,44;1,68
33;1299O1109;5;M;06134442;185139000391;24;85139;1;1;1;1;3;0;0;15;-1,44;-1,25;-1,59;-1,71;-1,82
33;1299O1109;5;M;06134443;185139000391;24;85139;2;1;1;1;3;0;0;15;1,58;1,13;1,53;2,05;1,78
33;1299O1109;5;M;06134445;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,61;-0,52;-0,43;-0,57;-0,05
33;1299O1109;5;M;06134446;185139000391;24;85139;1;1;1;1;3;0;0;15;-0,40;0,05;-0,57;0,03;0,49
33;1299O1109;5;M;06134449;185139000391;24;85139;2;1;1;1;3;0;0;15;0,57;0,64;0,74;0,81;1,46
33;1299O1109;5;M;06134450;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,07;0,43;0,31;0,64;0,27
33;1299O1109;5;M;06134451;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,75;-0,49;-0,77;-0,60;-0,68
33;1299O1109;5;M;06134452;185139000391;24;85139;1;1;1;1;3;0;0;15;0,03;0,00;-0,41;0,31;0,23
33;1299O1109;5;M;06134455;185139000391;24;85139;2;1;1;1;3;0;0;16;0,29;0,35;-0,03;-0,26;0,25
33;1299O1109;5;M;06134456;185139000391;24;85139;1;1;1;1;3;0;0;16;1,25;0,95;0,19;1,05;1,40
33;1299O1109;5;M;06134459;185139000391;24;85139;2;1;1;1;3;0;0;16;-0,06;-0,07;0,38;-0,01;0,17
33;1299O1109;5;M;06134460;185139000391;24;85139;2;1;1;1;3;0;0;16;0,22;0,01;0,14;-0,65;-0,31
33;1299O1109;5;M;06134461;185139000391;24;85139;1;1;1;1;3;0;0;16;0,79;1,70;2,37;1,49;1,66
33;1299O1109;5;M;06134462;185139000391;24;85139;2;1;1;1;3;0;0;16;1,09;1,87;1,61;1,34;1,44
33;1299O1109;5;M;06134464;185139000391;24;85139;2;1;1;1;3;0;0;16;0,47;0,91;1,48;0,40;0,78
33;1299O1109;5;M;06134465;185139000391;24;85139;1;1;1;1;3;0;0;16;-0,36;0,04;-0,18;-0,24;-0,64
33;1299O1109;5;M;06134468;185139000391;24;85139;1;1;1;1;3;0;0;16;-0,55;-0,43;-0,42;-0,84;-0,39
33;1299O1109;5;M;06134469;185139000391;24;85139;1;1;1;1;3;0;0;16;0,38;0,43;0,35;0,55;0,18
33;1299O1109;5;M;06134470;185139000391;24;85139;1;1;1;1;3;0;0;16;0,06;-0,04;0,01;0,02;-0,18
33;1299O1109;5;M;06134471;185139000391;24;85139;1;1;1;1;3;0;0;16;-0,05;0,80;0,87;0,61;-0,13
33;1299O1109;5;M;06134474;185139000391;24;85139;2;1;1;1;3;0;0;16;0,58;0,60;1,08;0,68;0,49
33;1299O1109;5;M;06134475;185139000391;24;85139;2;1;1;1;3;0;0;16;1,81;0,65;1,30;1,95;1,40
33;1299O1109;5;M;06134478;185139000391;24;85139;1;1;1;1;3;0;0;16;-0,41;-0,85;-0,35;-1,06;-0,81
33;1299O1109;5;M;06134479;185139000391;24;85139;1;1;1;1;3;0;0;16;0,74;0,06;0,19;-0,56;-0,18
33;1299O1109;5;M;06134480;185139000391;24;85139;1;1;1;1;3;0;0;16;1,14;1,28;0,67;0,85;1,31
33;1299O1109;5;M;06134481;185139000391;24;85139;1;1;1;1;3;0;0;16;0,31;1,05;0,52;1,31;1,07
33;1299O1109;5;M;06134483;185139000391;24;85139;2;1;1;1;3;0;0;16;1,29;0,82;1,34;0,58;-0,25
33;1299O1109;5;M;06134484;185139000391;24;85139;2;1;1;1;3;0;0;16;1,68;0,11;1,74;0,88;1,65
2;1299O1109;5;M;06121137;185139000391;24;85139;2;1;2;1;3;0;0;20;-0,78;-0,79;-0,96;-0,67;-1,13
2;1299O1109;5;M;06076800;185139000391;24;85139;3;1;2;1;3;0;0;10;-0,98;-0,48;-0,41;-0,45;-0,61
2;1299O1109;5;M;06076799;185139000391;24;85139;2;1;2;1;3;0;0;10;0,04;0,21;0,23;0,59;0,32
32;1299O1109;5;M;06081738;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,68;-0,73;-1,43;-1,11;-1,13
32;1299O1109;5;M;06081739;185139000391;24;85139;2;1;1;1;3;0;0;18;-0,78;-0,67;0,13;-0,17;-0,45
32;1299O1109;5;M;06081742;185139000391;24;85139;2;1;1;1;3;0;0;18;-0,47;-1,08;-0,73;-0,31;-0,52
32;1299O1109;5;M;06081743;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,30;-0,47;-0,88;-0,19;-0,35
32;1299O1109;5;M;06081744;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,91;-1,01;-0,99;-0,89;-1,66
32;1299O1109;5;M;06081746;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,66;0,01;-0,13;-0,36;0,19
32;1299O1109;5;M;06081747;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,59;-0,21;-0,11;-0,53;-0,30
32;1299O1109;5;M;06081750;185139000391;24;85139;2;1;1;1;3;0;0;18;0,90;1,57;1,23;0,83;1,54
32;1299O1109;5;M;06081751;185139000391;24;85139;2;1;1;1;3;0;0;18;0,46;-0,43;0,38;0,84;-0,02
32;1299O1109;5;M;06081752;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,89;-0,77;-0,52;-0,62;-0,73
32;1299O1109;5;M;06081753;185139000391;24;85139;1;1;1;1;3;0;0;18;0,51;1,35;0,41;0,34;1,59
32;1299O1109;5;M;06081756;185139000391;24;85139;2;1;1;1;3;0;0;18;-0,88;-0,91;-0,80;-0,38;0,06
32;1299O1109;5;M;06081757;185139000391;24;85139;1;1;1;1;3;0;0;18;-0,75;-0,54;-0,14;0,03;-0,73
32;1299O1109;5;M;06081760;185139000391;24;85139;2;1;1;1;3;0;0;18;-0,95;-0,91;-0,58;-1,10;-1,08
32;1299O1109;5;M;06081761;185139000391;24;85139;2;1;1;1;3;0;0;18;-1,22;-0,73;-0,98;-0,38;-1,37
32;1299O1109;5;M;06081762;185139000391;24;85139;2;1;1;1;3;0;0;18;-0,53;-0,52;-0,41;-0,08;-0,63
32;1299O1109;5;M;06081763;185139000391;24;85139;2;1;1;1;3;0;0;18;0,21;-0,48;0,08;-0,43;-0,16
32;1299O1109;5;M;06081765;185139000391;24;85139;2;1;1;1;3;0;0;18;0,11;0,68;0,54;1,01;-0,14
31;1299O1109;5;M;06081821;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,52;-0,02;-0,56;-0,19;-0,33
31;1299O1109;5;M;06081820;185139000391;24;85139;2;1;1;1;3;0;0;15;-0,12;-0,16;-0,37;0,26;-0,35
31;1299O1109;5;M;06081819;185139000391;24;85139;1;1;1;1;3;0;0;15;0,01;0,15;-0,09;-0,20;-0,28
31;1299O1109;5;M;06081816;185139000391;24;85139;1;1;1;1;3;0;0;15;-0,33;-0,09;0,27;-0,03;-0,04
31;1299O1109;5;M;06081815;185139000391;24;85139;2;1;1;1;3;0;0;15;0,07;-0,13;-0,09;-0,16;-0,07
31;1299O1109;5;M;06081812;185139000391;24;85139;1;1;1;1;3;0;0;15;0,68;0,31;0,90;0,90;0,61
